2019W4D2, 2019W4D2, 2019W4D2, 2019W4C5, 2019W4C5, 2021bW1D3, 2021bW1D3
0.31481393898772553, 0.31574209827250077, 0.3119622722741966, 0.3410172560858099, 0.3375776166272883, 0.3379119434379796, 0.3326820029468694
