2019W4C5, 2019W4C5, 2019W4C5, 2019W4D2, 2019W4D2, 2021bW1D3, 2021bW1D3
0.10861506638800526, 0.10603524998701438, 0.10662406536463108, 0.10425479284918468, 0.10853759208518066, 0.11007763465292209, 0.1092103250144233
