ixdat version = 0.2.2dev
name = 2022-04-26 12_31_02 HER_repetition_1
technique = EC-MS
tstamp = 1650969062.0
backend_name = BackendBase(none, address=none)
id = 1
timecol 'Potential time [s]' for: 'Voltage [V]' and 'Current [mA]' and 'selector'
timecol 'C3M32 time [s]' for: 'M32'
timecol 'C2M28 time [s]' for: 'M28'
timecol 'C5M44 time [s]' for: 'M44'
timecol 'C6M18 time [s]' for: 'M18'
timecol 'C1M4 time [s]' for: 'M4'
timecol 'C0M2 time [s]' for: 'M2'
timecol 'C4M40 time [s]' for: 'M40'
aliases = {"M2": ["M2 [A]"], "M4": ["M4 [A]"], "M28": ["M28 [A]"], "M32": ["M32 [A]"], "M40": ["M40 [A]"], "M44": ["M44 [A]"], "M18": ["M18 [A]"], "t": ["Potential time [s]"], "raw_potential": ["Voltage [V]"], "raw_current": ["Current [mA]"], "cycle": ["Cycle [n]"]}
N_header_lines = 18

Potential time [s],	Voltage [V],	Current [mA],	selector,	C3M32 time [s],	M32,	C2M28 time [s],	M28,	C5M44 time [s],	M44,	C6M18 time [s],	M18,	C1M4 time [s],	M4,	C0M2 time [s],	M2,	C4M40 time [s],	M40
286.9509000778198,	0.9445431,	-1.119883e-05,	0,	14.249190092086792,	2.143373e-08,	14.174190044403076,	8.598543e-08,	14.39818000793457,	8.137185e-11,	14.472179889678955,	1.575099e-09,	14.100199937820435,	9.085104e-12,	14.025199890136719,	1.650686e-09,	14.323189973831177,	8.800677e-10
287.09850001335144,	0.9444706,	-2.837624e-05,	0,	14.812050104141235,	2.18309e-08,	14.73705005645752,	8.632743e-08,	14.961040019989014,	8.120011e-11,	15.035029888153076,	1.602019e-09,	14.663049936294556,	8.810033e-12,	14.588059902191162,	1.649027e-09,	14.886039972305298,	8.893238e-10
287.2664999961853,	0.9445584,	-0.0001871719,	0,	15.37401008605957,	2.156926e-08,	15.300019979476929,	8.566168e-08,	15.523010015487671,	7.98708e-11,	15.598000049591064,	1.585618e-09,	15.225019931793213,	9.034379e-12,	15.15103006362915,	1.65623e-09,	15.449009895324707,	8.79275e-10
287.4519000053406,	0.9445279,	-8.181709e-05,	0,	15.937959909439087,	2.165121e-08,	15.86296010017395,	8.565804e-08,	16.08697009086609,	7.979611e-11,	16.160969972610474,	1.583864e-09,	15.788959980010986,	8.76658e-12,	15.71395993232727,	1.645482e-09,	16.011970043182373,	8.778829e-10
287.60870003700256,	0.9445355,	0.0002086721,	0,	16.500829935073853,	2.17674e-08,	16.425829887390137,	8.606185e-08,	16.649830102920532,	7.989086e-11,	16.723829984664917,	1.576118e-09,	16.351830005645752,	9.319712e-12,	16.276829957962036,	1.63991e-09,	16.574830055236816,	8.890201e-10
287.7827000617981,	0.9445928,	-6.88386e-05,	0,	17.061609983444214,	2.173685e-08,	16.98762011528015,	8.561075e-08,	17.210599899291992,	8.085034e-11,	17.285599946975708,	1.579229e-09,	16.912620067596436,	8.71114e-12,	16.838629961013794,	1.647683e-09,	17.13661003112793,	8.745377e-10
287.9393000602722,	0.9445011,	6.018287e-05,	0,	17.625269889831543,	2.181592e-08,	17.551270008087158,	8.658935e-08,	17.7742600440979,	7.911415e-11,	17.849260091781616,	1.594097e-09,	17.476269960403442,	8.708583e-12,	17.40228009223938,	1.646574e-09,	17.70026993751526,	8.842906e-10
288.1124999523163,	0.9445699,	0.0001304194,	0,	18.187530040740967,	2.137273e-08,	18.112540006637573,	8.610913e-08,	18.336519956588745,	7.979748e-11,	18.41052007675171,	1.587586e-09,	18.03853988647461,	8.579673e-12,	17.963550090789795,	1.656067e-09,	18.26152992248535,	8.784399e-10
288.2832999229431,	0.9445469,	4.147858e-05,	0,	18.7494900226593,	2.185693e-08,	18.67549991607666,	8.579261e-08,	18.89847993850708,	7.976547e-11,	18.973469972610474,	1.591113e-09,	18.600500106811523,	8.702962e-12,	18.526510000228882,	1.658911e-09,	18.824480056762695,	8.832127e-10
288.4256999492645,	0.9445164,	2.353772e-05,	0,	19.313179969787598,	2.161054e-08,	19.239180088043213,	8.646564e-08,	19.4621798992157,	8.026819e-11,	19.537169933319092,	1.580766e-09,	19.16419005393982,	8.911939e-12,	19.090189933776855,	1.636874e-09,	19.388180017471313,	8.821154e-10
288.5824999809265,	0.9445202,	0.0001682097,	0,	19.874939918518066,	2.206625e-08,	19.799949884414673,	8.607272e-08,	20.0239200592041,	7.929072e-11,	20.097919940948486,	1.580801e-09,	19.725950002670288,	8.926047e-12,	19.650959968566895,	1.658159e-09,	19.948930025100708,	8.824572e-10
288.75329995155334,	0.9445431,	-0.0002776396,	0,	20.439510107040405,	2.192187e-08,	20.36451005935669,	8.595631e-08,	20.588510036468506,	8.014288e-11,	20.66250991821289,	1.579348e-09,	20.290509939193726,	8.664377e-12,	20.215519905090332,	1.649594e-09,	20.51350998878479,	8.788704e-10
288.9096999168396,	0.9445393,	0.0001140054,	0,	21.000979900360107,	2.210797e-08,	20.926980018615723,	8.676031e-08,	21.149970054626465,	8.285004e-11,	21.22497010231018,	1.590013e-09,	20.85198998451233,	8.741035e-12,	20.777990102767944,	1.644998e-09,	21.075979948043823,	8.874413e-10
289.06529998779297,	0.9445813,	6.345026e-07,	0,	21.56380009651184,	2.206431e-08,	21.488800048828125,	8.658566e-08,	21.71279001235962,	8.300449e-11,	21.786789894104004,	1.586567e-09,	21.414809942245483,	8.938593e-12,	21.339809894561768,	1.648902e-09,	21.637789964675903,	8.836924e-10
289.2223000526428,	0.9445049,	-0.0001089192,	0,	22.127089977264404,	2.203697e-08,	22.05209994316101,	8.587992e-08,	22.276089906692505,	8.243322e-11,	22.35009002685547,	1.581238e-09,	21.978100061416626,	8.697806e-12,	21.90310001373291,	1.646176e-09,	22.201090097427368,	8.848065e-10
289.41449999809265,	0.9445355,	0.0002338656,	0,	22.689069986343384,	2.094528e-08,	22.61508011817932,	8.583265e-08,	22.838069915771484,	5.638106e-10,	22.9130699634552,	1.592225e-09,	22.540080070495605,	6.525483e-12,	22.46607995033264,	1.635041e-09,	22.7640700340271,	8.856274e-10
289.59850001335144,	0.9445202,	1.475815e-05,	0,	23.25164008140564,	2.184229e-08,	23.177639961242676,	8.664393e-08,	23.400629997253418,	2.571739e-10,	23.47562003135681,	1.620963e-09,	23.10263991355896,	7.481173e-12,	23.028650045394897,	1.648818e-09,	23.326630115509033,	8.745725e-10
289.75650000572205,	0.9445049,	-1.730635e-05,	0,	23.814929962158203,	2.158892e-08,	23.739929914474487,	8.605092e-08,	23.96392011642456,	1.546735e-10,	24.037919998168945,	1.610615e-09,	23.665930032730103,	8.673355e-12,	23.59093999862671,	1.649356e-09,	23.888930082321167,	8.788659e-10
289.91849994659424,	0.9445279,	-2.684936e-05,	0,	24.377000093460083,	2.184654e-08,	24.30299997329712,	8.622557e-08,	24.526000022888184,	1.340524e-10,	24.600990056991577,	1.610664e-09,	24.228009939193726,	9.425921e-12,	24.15401005744934,	1.64359e-09,	24.45199990272522,	8.852512e-10
290.06850004196167,	0.9445125,	0.0004289247,	0,	24.93991994857788,	2.208543e-08,	24.865920066833496,	8.652388e-08,	25.08891010284424,	1.091701e-10,	25.163909912109375,	1.606213e-09,	24.79092001914978,	8.768935e-12,	24.71692991256714,	1.649986e-09,	25.014909982681274,	8.860623e-10
290.23950004577637,	0.944524,	0.0001319463,	0,	25.502749919891357,	2.180851e-08,	25.427759885787964,	8.596727e-08,	25.651750087738037,	9.09771e-11,	25.7257399559021,	1.605854e-09,	25.35376000404358,	8.581335e-12,	25.278759956359863,	1.645914e-09,	25.57675004005432,	8.74355e-10
290.39490008354187,	0.9445317,	-5.091303e-06,	0,	26.065730094909668,	2.183982e-08,	25.990730047225952,	8.619286e-08,	26.214720010757446,	8.788125e-11,	26.28871989250183,	1.604622e-09,	25.91673994064331,	8.174889e-12,	25.841739892959595,	1.656306e-09,	26.139729976654053,	8.842839e-10
290.5852999687195,	0.9444935,	-2.990312e-05,	0,	26.627360105514526,	2.215942e-08,	26.553369998931885,	8.692408e-08,	26.776350021362305,	8.587814e-11,	26.85135006904602,	1.588419e-09,	26.47836995124817,	8.377663e-12,	26.404380083084106,	1.659435e-09,	26.702359914779663,	8.877343e-10
290.740700006485,	0.9445431,	-0.0001959515,	0,	27.190540075302124,	2.203777e-08,	27.115540027618408,	8.593454e-08,	27.339529991149902,	8.167997e-11,	27.413530111312866,	1.600052e-09,	27.041539907455444,	8.292091e-12,	26.96655011177063,	1.642176e-09,	27.264529943466187,	8.734206e-10
290.89770007133484,	0.9445278,	-0.0002409944,	0,	27.7534499168396,	2.189653e-08,	27.678459882736206,	8.587632e-08,	27.902440071105957,	8.576383e-11,	27.976439952850342,	1.591728e-09,	27.60446000099182,	8.378779e-12,	27.529459953308105,	1.646372e-09,	27.827450037002563,	8.837571e-10
291.0704998970032,	0.9445164,	1.055923e-05,	0,	28.315579891204834,	2.186714e-08,	28.24158000946045,	8.610186e-08,	28.46457004547119,	8.802628e-11,	28.539570093154907,	1.587107e-09,	28.166579961776733,	8.260769e-12,	28.09259009361267,	1.641288e-09,	28.390569925308228,	8.844518e-10
291.2270998954773,	0.9445317,	9.301082e-05,	0,	28.878400087356567,	2.172739e-08,	28.804409980773926,	8.621824e-08,	29.027400016784668,	8.653689e-11,	29.10239005088806,	1.597335e-09,	28.72940993309021,	9.387219e-12,	28.655420064926147,	1.641902e-09,	28.953399896621704,	8.838401e-10
291.38150000572205,	0.9445392,	6.43818e-05,	0,	29.44081997871399,	2.15552e-08,	29.365819931030273,	8.599996e-08,	29.589809894561768,	8.693986e-11,	29.66380000114441,	1.586079e-09,	29.29183006286621,	8.362872e-12,	29.216830015182495,	1.646215e-09,	29.51481008529663,	8.894359e-10
291.5580999851227,	0.9445508,	-0.0001203708,	0,	30.002779960632324,	2.177151e-08,	29.92878007888794,	8.608364e-08,	30.15177011489868,	8.653783e-11,	30.226759910583496,	1.588344e-09,	29.853790044784546,	8.701344e-12,	29.779789924621582,	1.653517e-09,	30.077769994735718,	8.858146e-10
291.7425000667572,	0.9445049,	-6.807515e-05,	0,	30.56633996963501,	2.197843e-08,	30.492340087890625,	8.636739e-08,	30.715329885482788,	8.550265e-11,	30.790329933166504,	1.573593e-09,	30.41735005378723,	8.598098e-12,	30.343349933624268,	1.649117e-09,	30.641340017318726,	8.824272e-10
