ixdat version = 0.2.3
name = 2022-04-26 15_09_49 HER_repetition_3 AND 2022-04-26 15_09_49 HER_repetition_3_01_01_CVA_DUSB0_C01.mpt AND 2022-04-26 15_09_49 HER_repetition_3_01_02_CP_DUSB0_C01.mpt
technique = EC-MS
tstamp = 1650978589.0
backend_name = BackendBase(none, address=none)
id = 66
timecol 'time/s' for: 'Ewe/V' and 'raw_current' and 'selector'
timecol 'C3M32 time [s]' for: 'M32'
timecol 'C5M44 time [s]' for: 'M44'
timecol 'C6M18 time [s]' for: 'M18'
timecol 'C4M40 time [s]' for: 'M40'
timecol 'C0M2 time [s]' for: 'M2'
timecol 'C1M4 time [s]' for: 'M4'
timecol 'C2M28 time [s]' for: 'M28'
aliases = {"M2": ["M2 [A]"], "M4": ["M4 [A]"], "M28": ["M28 [A]"], "M32": ["M32 [A]"], "M40": ["M40 [A]"], "M44": ["M44 [A]"], "M18": ["M18 [A]"], "t": ["time/s"], "raw_potential": ["Ewe/V"], "raw_current": ["<I>/mA", "I/mA"], "cycle": ["cycle number"]}
N_header_lines = 18

time/s,	Ewe/V,	raw_current,	selector,	C3M32 time [s],	M32,	C5M44 time [s],	M44,	C6M18 time [s],	M18,	C4M40 time [s],	M40,	C0M2 time [s],	M2,	C1M4 time [s],	M4,	C2M28 time [s],	M28
49.0,	0.37721804,	-0.0001551074092276394,	0,	0.7388575077056885,	2.457109e-10,	0.8878607749938965,	2.28841e-11,	0.961862325668335,	3.688529e-09,	0.812859058380127,	3.978985e-12,	0.5148522853851318,	2.684012e-09,	0.5898540019989014,	3.730339e-08,	0.663855791091919,	2.01273e-10
50.0,	0.37721422,	-0.0001172123301534669,	0,	1.3018009662628174,	2.449536e-10,	1.4507958889007568,	2.302789e-11,	1.524794101715088,	3.676274e-09,	1.3757989406585693,	3.824593e-12,	1.077807903289795,	2.663098e-09,	1.152806043624878,	3.719836e-08,	1.2268040180206299,	2.010274e-10
51.0,	0.37719133,	-0.0001200587470959703,	0,	1.8642489910125732,	2.466582e-10,	2.013282060623169,	2.241738e-11,	2.088299036026001,	3.680996e-09,	1.9392659664154053,	3.5761e-12,	1.641197919845581,	2.648376e-09,	1.7152149677276611,	3.693635e-08,	1.7902319431304932,	1.965301e-10
52.0,	0.37714928,	-0.0001222155493542749,	0,	2.4270451068878174,	2.434746e-10,	2.5760579109191895,	2.270735e-11,	2.650063991546631,	3.67034e-09,	2.501051902770996,	3.884035e-12,	2.203026056289673,	2.647768e-09,	2.278032064437866,	3.661187e-08,	2.352039098739624,	1.941888e-10
53.0,	0.37720659,	-0.0001241186460256929,	0,	2.9898500442504883,	2.448917e-10,	3.1388509273529053,	2.236792e-11,	3.212851047515869,	3.621991e-09,	3.0638511180877686,	3.688494e-12,	2.765850067138672,	2.643193e-09,	2.8408501148223877,	3.638539e-08,	2.9148499965667725,	1.928191e-10
53.99999976158142,	0.3771646,	-0.0001243343183857633,	0,	3.5517780780792236,	2.412056e-10,	3.700774908065796,	2.297584e-11,	3.7757740020751953,	3.693698e-09,	3.626776933670044,	3.662468e-12,	3.328782081604004,	2.625864e-09,	3.4027810096740723,	3.614977e-08,	3.477778911590576,	1.958869e-10
54.99999976158142,	0.37718749,	-0.0001250333329910036,	0,	4.114768028259277,	2.427786e-10,	4.263765096664429,	2.210305e-11,	4.338763952255249,	3.647493e-09,	4.189765930175781,	3.555937e-12,	3.8917720317840576,	2.626426e-09,	3.9657700061798096,	3.646901e-08,	4.040769100189209,	1.963932e-10
55.99999976158142,	0.37714547,	-0.00012711164824903,	0,	4.677325010299683,	2.447453e-10,	4.826308012008667,	2.238955e-11,	4.900300025939941,	3.627924e-09,	4.751317024230957,	3.583184e-12,	4.453350067138672,	2.620432e-09,	4.528342008590698,	3.644813e-08,	4.602333068847656,	1.955664e-10
56.99999976158142,	0.37719512,	-0.0001274003034544989,	0,	5.239128112792969,	2.435024e-10,	5.388108015060425,	2.223817e-11,	5.463097095489502,	3.668845e-09,	5.314117908477783,	3.863793e-12,	5.0161590576171875,	2.63211e-09,	5.09014892578125,	3.635495e-08,	5.165138006210327,	1.951258e-10
57.99999976158142,	0.37717605,	-0.000127921345876203,	0,	5.802602052688599,	2.448612e-10,	5.951595067977905,	2.209003e-11,	6.026592016220093,	3.68355e-09,	5.87759804725647,	3.547606e-12,	5.57961106300354,	2.640993e-09,	5.653608083724976,	3.730929e-08,	5.728605031967163,	1.9431e-10
59.01479983329773,	0.37721044,	-0.0001300645347734799,	0,	6.365051031112671,	2.4461e-10,	6.514031887054443,	2.245352e-11,	6.588022947311401,	3.670742e-09,	6.439042091369629,	3.867617e-12,	6.141078948974609,	2.629956e-09,	6.216069936752319,	3.629024e-08,	6.290060043334961,	1.93659e-10
59.17229986190796,	0.38036722,	0.0007670366108585118,	0,	6.927942991256714,	2.421656e-10,	7.076924085617065,	2.254783e-11,	7.150913953781128,	3.626892e-09,	7.001934051513672,	3.716001e-12,	6.703973054885864,	2.62945e-09,	6.778963088989258,	3.650209e-08,	6.85295295715332,	1.917499e-10
59.47219967842102,	0.3863638,	0.000667158794951158,	0,	7.491167068481445,	2.425648e-10,	7.640172958374023,	2.258286e-11,	7.715176105499268,	3.632461e-09,	7.56616997718811,	3.424368e-12,	7.268157005310059,	2.609983e-09,	7.342159986495972,	3.630906e-08,	7.417162895202637,	1.941746e-10
59.77199983596802,	0.39234248,	0.0005766771720598276,	0,	8.05419111251831,	2.421503e-10,	8.203197956085205,	2.246407e-11,	8.277200937271118,	3.625825e-09,	8.12819504737854,	3.799324e-12,	7.830180883407593,	2.614839e-09,	7.905184984207153,	3.721467e-08,	7.979187965393066,	1.945259e-10
