ixdat version = 0.2.2dev
name = 2022-04-07 10_10_27 OER on Pt repeatability.tsv
technique = EC-MS
tstamp = 1649319027.0
backend_name = BackendBase(none, address=none)
id = 2
timecol 'time/s' for: 'Ewe/V' and 'I/mA' and 'selector'
timecol 'M40-x' for: 'M40'
timecol 'M28-x' for: 'M28'
timecol 'M18-x' for: 'M18'
timecol 'M4-x' for: 'M4'
timecol 'M32-x' for: 'M32'
timecol 'M44-x' for: 'M44'
timecol 'M2-x' for: 'M2'
aliases = {"t": ["time/s"], "raw_potential": ["Ewe/V", "<Ewe>/V"], "raw_current": ["I/mA", "<I>/mA"], "cycle": ["cycle number"]}
N_header_lines = 18

time/s,	Ewe/V,	I/mA,	selector,	M40-x,	M40,	M28-x,	M28,	M18-x,	M18,	M4-x,	M4,	M32-x,	M32,	M44-x,	M44,	M2-x,	M2
1063.1989998817444,	1.247443,	6.742027e-06,	2,	1406.4400000572205,	4.74363e-12,	1406.2909998893738,	2.513689e-10,	1406.2160000801086,	3.794324e-09,	1406.1419999599457,	4.230499e-08,	1406.3650000095367,	2.35938e-10,	1406.5139999389648,	7.49872e-11,	1406.066999912262,	2.142419e-09
1063.3580000400543,	1.244127,	0.0004655698,	2,	1407.00200009346,	4.618002e-12,	1406.8529999256134,	2.511867e-10,	1406.779000043869,	3.798154e-09,	1406.7039999961853,	4.160577e-08,	1406.9279999732971,	2.332839e-10,	1407.0769999027252,	7.582477e-11,	1406.630000114441,	2.142348e-09
1063.5139999389648,	1.241132,	8.919361e-05,	2,	1407.5650000572205,	4.40348e-12,	1407.4159998893738,	2.507408e-10,	1407.3420000076294,	3.787882e-09,	1407.2669999599457,	4.170034e-08,	1407.4909999370575,	2.300034e-10,	1407.6400001049042,	7.374655e-11,	1407.1930000782013,	2.145053e-09
1063.6870000362396,	1.237521,	0.0002525699,	2,	1408.1280000209808,	4.625786e-12,	1407.9790000915527,	2.537169e-10,	1407.904000043869,	3.818819e-09,	1407.829999923706,	4.192589e-08,	1408.0529999732971,	2.306209e-10,	1408.2019999027252,	7.348139e-11,	1407.755000114441,	2.153849e-09
1063.8440001010895,	1.234576,	-0.0001741934,	2,	1408.6889998912811,	4.619109e-12,	1408.539999961853,	2.518878e-10,	1408.4660000801086,	3.817782e-09,	1408.391000032425,	4.256187e-08,	1408.6150000095367,	2.296067e-10,	1408.7639999389648,	7.443918e-11,	1408.316999912262,	2.141795e-09
1064.029000043869,	1.230668,	-0.0007868545,	2,	1409.25200009346,	4.430056e-12,	1409.1029999256134,	2.493591e-10,	1409.029000043869,	3.799301e-09,	1408.9539999961853,	4.194409e-08,	1409.1779999732971,	2.27597e-10,	1409.3269999027252,	7.132093e-11,	1408.880000114441,	2.147936e-09
1064.2009999752045,	1.227351,	-0.0002638977,	2,	1409.8159999847412,	4.423829e-12,	1409.667000055313,	2.505984e-10,	1409.5920000076294,	3.790476e-09,	1409.5179998874664,	4.236164e-08,	1409.7409999370575,	2.254816e-10,	1409.8900001049042,	7.249366e-11,	1409.4430000782013,	2.144769e-09
1064.358999967575,	1.224066,	-0.0007742578,	2,	1410.3789999485016,	4.493394e-12,	1410.2300000190735,	2.482812e-10,	1410.1549999713898,	3.84202e-09,	1410.0810000896454,	4.266282e-08,	1410.3039999008179,	2.252545e-10,	1410.4530000686646,	7.303414e-11,	1410.0060000419617,	2.149968e-09
1064.5139999389648,	1.221036,	5.178502e-05,	2,	1410.9409999847412,	4.50965e-12,	1410.792000055313,	2.494934e-10,	1410.7179999351501,	3.814072e-09,	1410.6429998874664,	4.194042e-08,	1410.8670001029968,	2.218641e-10,	1411.016000032425,	7.169173e-11,	1410.569000005722,	2.144989e-09
1064.6849999427795,	1.217598,	-0.006685579,	2,	1411.5039999485016,	4.60771e-12,	1411.3550000190735,	2.488204e-10,	1411.2799999713898,	3.834952e-09,	1411.2060000896454,	4.176216e-08,	1411.4289999008179,	2.216173e-10,	1411.5780000686646,	7.040075e-11,	1411.1310000419617,	2.135212e-09
1064.8580000400543,	1.214098,	0.0001414893,	2,	1412.0659999847412,	4.473772e-12,	1411.917000055313,	2.526866e-10,	1411.8420000076294,	3.822727e-09,	1411.7679998874664,	4.201319e-08,	1411.9909999370575,	2.227906e-10,	1412.1400001049042,	7.090002e-11,	1411.6930000782013,	2.15638e-09
1065.013000011444,	1.211115,	-7.151063e-05,	2,	1412.6280000209808,	4.700231e-12,	1412.4790000915527,	2.536079e-10,	1412.4049999713898,	3.816271e-09,	1412.329999923706,	4.25883e-08,	1412.5539999008179,	2.209425e-10,	1412.7030000686646,	6.99296e-11,	1412.2560000419617,	2.156121e-09
1065.1770000457764,	1.207871,	-0.0003448224,	2,	1413.1909999847412,	4.611817e-12,	1413.042000055313,	2.516371e-10,	1412.9679999351501,	3.830667e-09,	1412.8929998874664,	4.259828e-08,	1413.1170001029968,	2.204146e-10,	1413.266000032425,	7.088471e-11,	1412.819000005722,	2.162918e-09
1065.3250000476837,	1.204853,	-0.0003654353,	2,	1413.7539999485016,	4.601958e-12,	1413.6050000190735,	2.473596e-10,	1413.5299999713898,	3.788032e-09,	1413.4560000896454,	4.231116e-08,	1413.6789999008179,	2.174518e-10,	1413.8280000686646,	7.135702e-11,	1413.3810000419617,	2.15514e-09
1065.49799990654,	1.20127,	-0.000192516,	2,	1414.3159999847412,	4.820627e-12,	1414.167000055313,	2.496579e-10,	1414.0929999351501,	3.808006e-09,	1414.0179998874664,	4.222305e-08,	1414.2420001029968,	2.151145e-10,	1414.391000032425,	7.148875e-11,	1413.944000005722,	2.149113e-09
1065.6549999713898,	1.198263,	-0.0002726773,	2,	1414.8789999485016,	4.40465e-12,	1414.7300000190735,	2.484755e-10,	1414.6559998989105,	3.825671e-09,	1414.5810000896454,	4.256696e-08,	1414.8050000667572,	2.183236e-10,	1414.9539999961853,	6.959378e-11,	1414.5069999694824,	2.148609e-09
1065.8110001087189,	1.194901,	0.001019828,	2,	1415.441999912262,	4.629525e-12,	1415.2929999828339,	2.500978e-10,	1415.2179999351501,	3.799069e-09,	1415.1440000534058,	4.166032e-08,	1415.3670001029968,	2.171469e-10,	1415.516000032425,	6.85304e-11,	1415.069000005722,	2.158994e-09
1065.9660000801086,	1.19199,	-0.0001768654,	2,	1416.005000114441,	4.351502e-12,	1415.8559999465942,	2.500405e-10,	1415.7809998989105,	3.818399e-09,	1415.7070000171661,	4.22802e-08,	1415.9300000667572,	2.148672e-10,	1416.0789999961853,	6.784476e-11,	1415.6319999694824,	2.15846e-09
1066.1779999732971,	1.18778,	-0.0002734407,	2,	1416.566999912262,	4.631095e-12,	1416.4179999828339,	2.484574e-10,	1416.3440001010895,	3.80348e-09,	1416.2690000534058,	4.214516e-08,	1416.4930000305176,	2.142521e-10,	1416.6419999599457,	7.041627e-11,	1416.1949999332428,	2.152331e-09
1066.3719999790192,	1.183818,	0.0002857796,	2,	1417.130000114441,	4.655265e-12,	1416.9809999465942,	2.507015e-10,	1416.9059998989105,	3.831585e-09,	1416.8320000171661,	4.232323e-08,	1417.0550000667572,	2.179146e-10,	1417.2039999961853,	6.80447e-11,	1416.7569999694824,	2.144203e-09
1066.5280001163483,	1.1808,	-0.0002429031,	2,	1417.6930000782013,	4.681092e-12,	1417.5439999103546,	2.508568e-10,	1417.4690001010895,	3.833814e-09,	1417.3949999809265,	4.18095e-08,	1417.6180000305176,	2.150885e-10,	1417.7669999599457,	6.540462e-11,	1417.3199999332428,	2.154709e-09
1066.680999994278,	1.177465,	0.002784521,	2,	1418.255000114441,	4.568189e-12,	1418.1059999465942,	2.498509e-10,	1418.0320000648499,	3.809574e-09,	1417.9570000171661,	4.201323e-08,	1418.180999994278,	2.144279e-10,	1418.329999923706,	6.656796e-11,	1417.8829998970032,	2.159641e-09
1066.8450000286102,	1.174248,	-0.002643924,	2,	1418.8180000782013,	5.073256e-12,	1418.6689999103546,	2.49446e-10,	1418.5950000286102,	3.78099e-09,	1418.5199999809265,	4.232248e-08,	1418.7439999580383,	2.148521e-10,	1418.8929998874664,	6.614381e-11,	1418.4460000991821,	2.15882e-09
1067.0099999904633,	1.17092,	-0.002137763,	2,	1419.3810000419617,	4.463219e-12,	1419.2320001125336,	2.46219e-10,	1419.1570000648499,	3.792177e-09,	1419.082999944687,	4.234967e-08,	1419.305999994278,	2.142492e-10,	1419.454999923706,	6.498774e-11,	1419.0079998970032,	2.154202e-09
1067.1800000667572,	1.167646,	-0.0009555749,	2,	1419.9430000782013,	4.463442e-12,	1419.7939999103546,	2.486755e-10,	1419.7200000286102,	3.818686e-09,	1419.6449999809265,	4.183859e-08,	1419.8689999580383,	2.134204e-10,	1420.0179998874664,	6.609099e-11,	1419.5710000991821,	2.161359e-09
1067.3540000915527,	1.164078,	-0.003692891,	2,	1420.5060000419617,	4.405102e-12,	1420.3570001125336,	2.478013e-10,	1420.2829999923706,	3.805526e-09,	1420.207999944687,	4.201319e-08,	1420.4319999217987,	2.14024e-10,	1420.5810000896454,	6.560354e-11,	1420.1340000629425,	2.1566e-09
1067.5099999904633,	1.161029,	-0.0002513009,	2,	1421.0699999332428,	4.489872e-12,	1420.9210000038147,	2.515997e-10,	1420.845999956131,	3.786127e-09,	1420.7720000743866,	4.258486e-08,	1420.994999885559,	2.153476e-10,	1421.1440000534058,	6.56601e-11,	1420.6970000267029,	2.166685e-09
1067.6679999828339,	1.157881,	-0.006835213,	2,	1421.6319999694824,	4.321285e-12,	1421.4830000400543,	2.484294e-10,	1421.4079999923706,	3.795334e-09,	1421.3340001106262,	4.193316e-08,	1421.5569999217987,	2.143197e-10,	1421.7060000896454,	6.452738e-11,	1421.2590000629425,	2.152821e-09
1067.8399999141693,	1.154451,	-0.0003707794,	2,	1422.194000005722,	4.421251e-12,	1422.045000076294,	2.491662e-10,	1421.970999956131,	3.872336e-09,	1421.8959999084473,	4.167122e-08,	1422.119999885559,	2.135921e-10,	1422.2690000534058,	6.435055e-11,	1421.8220000267029,	2.145943e-09
1068.010999917984,	1.151158,	-0.00033986,	2,	1422.7569999694824,	4.596219e-12,	1422.6080000400543,	2.48734e-10,	1422.5329999923706,	3.80904e-09,	1422.4590001106262,	4.250252e-08,	1422.6819999217987,	2.125378e-10,	1422.8310000896454,	6.369048e-11,	1422.3840000629425,	2.155289e-09
1068.1840000152588,	1.147589,	-0.001811392,	2,	1423.3199999332428,	4.69926e-12,	1423.1710000038147,	2.500262e-10,	1423.095999956131,	3.801595e-09,	1423.0220000743866,	4.256416e-08,	1423.244999885559,	2.136827e-10,	1423.3940000534058,	6.392276e-11,	1422.9470000267029,	2.158872e-09
1068.3399999141693,	1.144525,	-0.0004673546,	2,	1423.8819999694824,	4.451472e-12,	1423.7330000400543,	2.481214e-10,	1423.6589999198914,	3.804364e-09,	1423.5840001106262,	4.239744e-08,	1423.808000087738,	2.117185e-10,	1423.9570000171661,	6.453136e-11,	1423.5099999904633,	2.152304e-09
1068.5120000839233,	1.140926,	-0.001007107,	2,	1424.4449999332428,	4.199472e-12,	1424.2960000038147,	2.513129e-10,	1424.2219998836517,	3.781052e-09,	1424.1470000743866,	4.189313e-08,	1424.3710000514984,	2.126195e-10,	1424.5199999809265,	6.279507e-11,	1424.0729999542236,	2.15381e-09
1068.6979999542236,	1.13737,	-0.0005559137,	2,	1425.0079998970032,	4.873388e-12,	1424.858999967575,	2.465243e-10,	1424.7839999198914,	3.812576e-09,	1424.710000038147,	4.200229e-08,	1424.933000087738,	2.104005e-10,	1425.0820000171661,	6.400084e-11,	1424.6349999904633,	2.158647e-09
1068.8540000915527,	1.13397,	0.0007854516,	2,	1425.5699999332428,	4.574321e-12,	1425.4210000038147,	2.483681e-10,	1425.3469998836517,	3.83633e-09,	1425.2720000743866,	4.232107e-08,	1425.4960000514984,	2.128169e-10,	1425.6449999809265,	6.364329e-11,	1425.1979999542236,	2.160304e-09
1069.026999950409,	1.13078,	-0.0003516934,	2,	1426.1319999694824,	4.70163e-12,	1425.9830000400543,	2.494923e-10,	1425.9089999198914,	3.775335e-09,	1425.8340001106262,	4.204595e-08,	1426.058000087738,	2.105915e-10,	1426.2070000171661,	6.354302e-11,	1425.7599999904633,	2.16446e-09
1069.1840000152588,	1.127429,	-0.001201403,	2,	1426.6949999332428,	4.600862e-12,	1426.5460000038147,	2.479785e-10,	1426.470999956131,	3.76448e-09,	1426.3970000743866,	4.18204e-08,	1426.619999885559,	2.123539e-10,	1426.7690000534058,	6.294175e-11,	1426.3220000267029,	2.159265e-09
1069.3389999866486,	1.124438,	-0.0009063329,	2,	1427.2579998970032,	4.541828e-12,	1427.108999967575,	2.500702e-10,	1427.0339999198914,	3.859569e-09,	1426.960000038147,	4.246455e-08,	1427.183000087738,	2.112793e-10,	1427.3320000171661,	6.237168e-11,	1426.8849999904633,	2.162828e-09
1069.510999917984,	1.121156,	-0.0006501987,	2,	1427.8199999332428,	4.443414e-12,	1427.6710000038147,	2.490844e-10,	1427.5969998836517,	3.822505e-09,	1427.5220000743866,	4.245173e-08,	1427.7460000514984,	2.123086e-10,	1427.8949999809265,	6.318238e-11,	1427.4479999542236,	2.164236e-09
1069.6679999828339,	1.117901,	-0.00151365,	2,	1428.3829998970032,	4.544488e-12,	1428.233999967575,	2.483821e-10,	1428.1589999198914,	3.789572e-09,	1428.085000038147,	4.216968e-08,	1428.308000087738,	2.099168e-10,	1428.4570000171661,	6.170696e-11,	1428.0099999904633,	2.162239e-09
1069.8250000476837,	1.114845,	-0.0007952524,	2,	1428.9470000267029,	4.514273e-12,	1428.7980000972748,	2.455199e-10,	1428.723000049591,	3.810962e-09,	1428.648999929428,	4.226812e-08,	1428.8719999790192,	2.089873e-10,	1429.0209999084473,	6.297139e-11,	1428.5739998817444,	2.167423e-09
1069.9800000190735,	1.111479,	0.002172623,	2,	1429.5079998970032,	4.456425e-12,	1429.358999967575,	2.474342e-10,	1429.2850000858307,	3.815129e-09,	1429.210000038147,	4.184952e-08,	1429.4340000152588,	2.099243e-10,	1429.582999944687,	6.245109e-11,	1429.135999917984,	2.168824e-09
1070.1349999904633,	1.108549,	-0.0002711504,	2,	1430.0710000991821,	4.783685e-12,	1429.9219999313354,	2.456288e-10,	1429.848000049591,	3.787466e-09,	1429.7730000019073,	4.184981e-08,	1429.9969999790192,	2.098423e-10,	1430.1459999084473,	6.33596e-11,	1429.6989998817444,	2.153791e-09
1070.3039999008179,	1.105256,	-0.0005937041,	2,	1430.6340000629425,	4.586624e-12,	1430.4849998950958,	2.47299e-10,	1430.4100000858307,	3.80886e-09,	1430.3359999656677,	4.214056e-08,	1430.5590000152588,	2.108025e-10,	1430.707999944687,	6.271117e-11,	1430.260999917984,	2.167278e-09
1070.4820001125336,	1.101714,	-0.0008360965,	2,	1431.1960000991821,	4.707523e-12,	1431.0469999313354,	2.465433e-10,	1430.973000049591,	3.820957e-09,	1430.8980000019073,	4.172583e-08,	1431.1219999790192,	2.072766e-10,	1431.2709999084473,	6.318075e-11,	1430.8239998817444,	2.155576e-09
1070.635999917984,	1.098658,	-0.0005917954,	2,	1431.7590000629425,	4.805548e-12,	1431.6099998950958,	2.492894e-10,	1431.5360000133514,	3.85045e-09,	1431.4609999656677,	4.216964e-08,	1431.6849999427795,	2.058224e-10,	1431.8340001106262,	6.293494e-11,	1431.3870000839233,	2.1651e-09
1070.789999961853,	1.095391,	7.926889e-05,	2,	1432.3229999542236,	4.557254e-12,	1432.1740000247955,	2.484178e-10,	1432.0989999771118,	3.825101e-09,	1432.0250000953674,	4.20023e-08,	1432.24799990654,	2.075187e-10,	1432.3970000743866,	6.455119e-11,	1431.9500000476837,	2.165649e-09
1070.9470000267029,	1.092385,	-0.0007792201,	2,	1432.885999917984,	4.511141e-12,	1432.736999988556,	2.483929e-10,	1432.6619999408722,	3.814063e-09,	1432.5880000591278,	4.231365e-08,	1432.8110001087189,	2.037206e-10,	1432.960000038147,	6.373917e-11,	1432.513000011444,	2.160936e-09
1071.1040000915527,	1.089038,	0.001843962,	2,	1433.4470000267029,	4.779896e-12,	1433.2980000972748,	2.501957e-10,	1433.2239999771118,	3.814838e-09,	1433.148999929428,	4.26186e-08,	1433.37299990654,	2.046105e-10,	1433.5220000743866,	6.432852e-11,	1433.0750000476837,	2.164756e-09
1071.276999950409,	1.085783,	-0.0009479403,	2,	1434.0099999904633,	4.387578e-12,	1433.8610000610352,	2.461614e-10,	1433.7860000133514,	3.770879e-09,	1433.7119998931885,	4.200595e-08,	1433.9349999427795,	2.033225e-10,	1434.0840001106262,	6.306212e-11,	1433.6370000839233,	2.15692e-09
1071.4519999027252,	1.082196,	-0.001868268,	2,	1434.5729999542236,	4.47445e-12,	1434.4240000247955,	2.509063e-10,	1434.3489999771118,	3.799616e-09,	1434.2750000953674,	4.212237e-08,	1434.49799990654,	2.043904e-10,	1434.6470000743866,	6.42045e-11,	1434.2000000476837,	2.166349e-09
1071.6210000514984,	1.078864,	-0.0006872255,	2,	1435.1349999904633,	4.86401e-12,	1434.9860000610352,	2.476488e-10,	1434.9119999408722,	3.761992e-09,	1434.8369998931885,	4.240835e-08,	1435.0610001087189,	2.055416e-10,	1435.210000038147,	6.530304e-11,	1434.763000011444,	2.164353e-09
1071.7929999828339,	1.075227,	0.000573215,	2,	1435.6970000267029,	4.394959e-12,	1435.5480000972748,	2.479051e-10,	1435.4739999771118,	3.801604e-09,	1435.398999929428,	4.201687e-08,	1435.62299990654,	2.039443e-10,	1435.7720000743866,	6.300065e-11,	1435.3250000476837,	2.16595e-09
1071.9519999027252,	1.072308,	-0.0008906825,	2,	1436.260999917984,	4.455381e-12,	1436.111999988556,	2.481955e-10,	1436.0369999408722,	3.84011e-09,	1435.9630000591278,	4.252663e-08,	1436.1860001087189,	2.027607e-10,	1436.335000038147,	6.275396e-11,	1435.888000011444,	2.157005e-09
1072.1080000400543,	1.068885,	0.001282833,	2,	1436.8229999542236,	4.68379e-12,	1436.6740000247955,	2.484545e-10,	1436.5999999046326,	3.821266e-09,	1436.5250000953674,	4.178406e-08,	1436.7490000724792,	2.036549e-10,	1436.8980000019073,	6.374515e-11,	1436.4509999752045,	2.169748e-09
1072.2650001049042,	1.06597,	-0.0008078492,	2,	1437.385999917984,	4.509738e-12,	1437.236999988556,	2.493829e-10,	1437.1630001068115,	3.795924e-09,	1437.0880000591278,	4.21733e-08,	1437.3120000362396,	2.0311e-10,	1437.4609999656677,	6.288021e-11,	1437.0139999389648,	2.177622e-09
1072.4370000362396,	1.06233,	-0.000899462,	2,	1437.9489998817444,	4.356417e-12,	1437.7999999523163,	2.490179e-10,	1437.7249999046326,	3.81244e-09,	1437.6510000228882,	4.179858e-08,	1437.8740000724792,	2.048069e-10,	1438.0230000019073,	6.357205e-11,	1437.5759999752045,	2.157978e-09
1072.6129999160767,	1.05909,	-0.0009403061,	2,	1438.5120000839233,	4.742447e-12,	1438.3629999160767,	2.495939e-10,	1438.2880001068115,	3.805714e-09,	1438.2139999866486,	4.176584e-08,	1438.4370000362396,	2.041803e-10,	1438.5859999656677,	6.174687e-11,	1438.1389999389648,	2.153817e-09
1072.7669999599457,	1.055816,	-0.003258494,	2,	1439.0739998817444,	4.809102e-12,	1438.9249999523163,	2.475206e-10,	1438.851000070572,	3.815803e-09,	1438.7760000228882,	4.271905e-08,	1439.0,	2.033776e-10,	1439.148999929428,	6.253589e-11,	1438.7019999027252,	2.153431e-09
1072.9230000972748,	1.052821,	-0.0008838114,	2,	1439.635999917984,	4.403782e-12,	1439.486999988556,	2.502708e-10,	1439.4119999408722,	3.84566e-09,	1439.3380000591278,	4.23548e-08,	1439.5610001087189,	2.035001e-10,	1439.710000038147,	6.241189e-11,	1439.263000011444,	2.167411e-09
1073.079999923706,	1.049745,	-0.0007811287,	2,	1440.1989998817444,	4.242911e-12,	1440.0499999523163,	2.491098e-10,	1439.9749999046326,	3.838514e-09,	1439.9010000228882,	4.194409e-08,	1440.1240000724792,	2.0279e-10,	1440.2730000019073,	6.136801e-11,	1439.8259999752045,	2.17432e-09
1073.2349998950958,	1.046517,	-0.00146937,	2,	1440.760999917984,	4.669019e-12,	1440.611999988556,	2.484771e-10,	1440.5380001068115,	3.839049e-09,	1440.4630000591278,	4.207507e-08,	1440.6870000362396,	2.034885e-10,	1440.8359999656677,	6.192664e-11,	1440.3889999389648,	2.166967e-09
1073.4070000648499,	1.043174,	-0.001502962,	2,	1441.3250000476837,	4.59599e-12,	1441.1760001182556,	2.459559e-10,	1441.1019999980927,	3.81771e-09,	1441.026999950409,	4.178036e-08,	1441.2509999275208,	2.049631e-10,	1441.4000000953674,	6.085637e-11,	1440.9530000686646,	2.1656e-09
1073.5869998931885,	1.039572,	-0.0009425964,	2,	1441.888000011444,	4.647548e-12,	1441.739000082016,	2.483451e-10,	1441.6640000343323,	3.844978e-09,	1441.5899999141693,	4.203869e-08,	1441.8129999637604,	2.021291e-10,	1441.9619998931885,	6.176494e-11,	1441.5150001049042,	2.166065e-09
1073.7490000724792,	1.036336,	-0.0008880104,	2,	1442.4500000476837,	4.590018e-12,	1442.3010001182556,	2.4629e-10,	1442.2269999980927,	3.796889e-09,	1442.151999950409,	4.254577e-08,	1442.3759999275208,	2.026565e-10,	1442.5250000953674,	6.098692e-11,	1442.0780000686646,	2.159979e-09
1073.9070000648499,	1.032932,	0.0002911237,	2,	1443.0120000839233,	4.401485e-12,	1442.8629999160767,	2.480077e-10,	1442.7890000343323,	3.83766e-09,	1442.7139999866486,	4.236504e-08,	1442.9379999637604,	2.024923e-10,	1443.0869998931885,	6.231534e-11,	1442.6400001049042,	2.154873e-09
1074.0629999637604,	1.029975,	-0.0009250372,	2,	1443.5750000476837,	4.949025e-12,	1443.4260001182556,	2.470247e-10,	1443.351000070572,	3.802868e-09,	1443.276999950409,	4.212598e-08,	1443.5,	2.047919e-10,	1443.648999929428,	6.103312e-11,	1443.2019999027252,	2.171656e-09
1074.2179999351501,	1.027006,	-0.00103001,	2,	1444.138000011444,	4.808225e-12,	1443.989000082016,	2.463658e-10,	1443.9140000343323,	3.828434e-09,	1443.8399999141693,	4.174763e-08,	1444.0629999637604,	2.052688e-10,	1444.2119998931885,	6.06562e-11,	1443.7650001049042,	2.164572e-09
1074.3940000534058,	1.023404,	-0.001011306,	2,	1444.7000000476837,	4.666496e-12,	1444.5510001182556,	2.475444e-10,	1444.4769999980927,	3.810288e-09,	1444.401999950409,	4.211869e-08,	1444.6259999275208,	2.007378e-10,	1444.7750000953674,	6.031516e-11,	1444.3280000686646,	2.169446e-09
1074.5490000247955,	1.020462,	-0.001259043,	2,	1445.2639999389648,	4.354329e-12,	1445.1150000095367,	2.450291e-10,	1445.039999961853,	3.805113e-09,	1444.9660000801086,	4.226208e-08,	1445.1889998912811,	2.030011e-10,	1445.3380000591278,	5.917161e-11,	1444.891000032425,	2.164941e-09
1074.723000049591,	1.016821,	-0.001023903,	2,	1445.8269999027252,	4.591598e-12,	1445.6779999732971,	2.467814e-10,	1445.6029999256134,	3.801308e-09,	1445.529000043869,	4.182763e-08,	1445.75200009346,	2.016562e-10,	1445.9010000228882,	5.907595e-11,	1445.4539999961853,	2.160503e-09
1074.8759999275208,	1.013845,	-0.001457155,	2,	1446.388000011444,	4.444974e-12,	1446.239000082016,	2.452258e-10,	1446.164999961853,	3.831043e-09,	1446.0899999141693,	4.24628e-08,	1446.3139998912811,	2.020305e-10,	1446.4630000591278,	5.88345e-11,	1446.016000032425,	2.17e-09
1075.0329999923706,	1.010537,	0.0003846452,	2,	1446.9509999752045,	4.618817e-12,	1446.8020000457764,	2.457042e-10,	1446.7279999256134,	3.852069e-09,	1446.6530001163483,	4.211141e-08,	1446.87700009346,	2.047264e-10,	1447.0260000228882,	5.801439e-11,	1446.579999923706,	2.170084e-09
1075.1900000572205,	1.007503,	-0.001430053,	2,	1447.5150001049042,	4.148264e-12,	1447.3659999370575,	2.436258e-10,	1447.2909998893738,	3.796841e-09,	1447.2170000076294,	4.16603e-08,	1447.4400000572205,	2.02694e-10,	1447.5889999866486,	5.908819e-11,	1447.1419999599457,	2.160287e-09
1075.3450000286102,	1.004195,	-0.003964295,	2,	1448.0759999752045,	4.55256e-12,	1447.9270000457764,	2.465509e-10,	1447.8529999256134,	3.808462e-09,	1447.7780001163483,	4.158392e-08,	1448.00200009346,	2.011779e-10,	1448.1510000228882,	6.000912e-11,	1447.7039999961853,	2.161106e-09
1075.5009999275208,	1.001188,	-0.001714817,	2,	1448.6389999389648,	4.666395e-12,	1448.4900000095367,	2.430431e-10,	1448.4159998893738,	3.811681e-09,	1448.3410000801086,	4.179491e-08,	1448.5650000572205,	2.019236e-10,	1448.7139999866486,	5.866077e-11,	1448.2669999599457,	2.16304e-09
1075.707999944687,	0.9971117,	-0.0004058976,	2,	1449.2019999027252,	4.546884e-12,	1449.0529999732971,	2.476842e-10,	1448.9779999256134,	3.79544e-09,	1448.904000043869,	4.174763e-08,	1449.12700009346,	2.024615e-10,	1449.2760000228882,	5.719395e-11,	1448.8289999961853,	2.16953e-09
1075.9079999923706,	0.9931232,	-0.001349892,	2,	1449.7639999389648,	4.27519e-12,	1449.6150000095367,	2.46362e-10,	1449.539999961853,	3.820642e-09,	1449.4660000801086,	4.246463e-08,	1449.6889998912811,	2.031235e-10,	1449.8380000591278,	5.633798e-11,	1449.391000032425,	2.1705e-09
1076.0650000572205,	0.9897727,	-0.003110004,	2,	1450.3269999027252,	4.990691e-12,	1450.1779999732971,	2.470177e-10,	1450.1040000915527,	3.816198e-09,	1450.029000043869,	4.239665e-08,	1450.2530000209808,	1.999896e-10,	1450.401999950409,	5.64227e-11,	1449.954999923706,	2.171206e-09
1076.2200000286102,	0.9867928,	-0.002167537,	2,	1450.8900001049042,	4.403401e-12,	1450.7409999370575,	2.472318e-10,	1450.6659998893738,	3.787552e-09,	1450.5920000076294,	4.218972e-08,	1450.8150000572205,	2.013356e-10,	1450.9639999866486,	5.664808e-11,	1450.5169999599457,	2.165681e-09
1076.375,	0.9838243,	-0.001818644,	2,	1451.4530000686646,	4.598112e-12,	1451.3039999008179,	2.470867e-10,	1451.2290000915527,	3.811615e-09,	1451.1549999713898,	4.207506e-08,	1451.3780000209808,	2.013101e-10,	1451.526999950409,	5.806939e-11,	1451.079999923706,	2.167704e-09
1076.5329999923706,	0.9805312,	-0.001672064,	2,	1452.0139999389648,	4.436902e-12,	1451.8650000095367,	2.486759e-10,	1451.7909998893738,	3.85528e-09,	1451.7160000801086,	4.217328e-08,	1451.9400000572205,	2.0263e-10,	1452.0889999866486,	5.58827e-11,	1451.6419999599457,	2.161262e-09
1076.7030000686646,	0.9772189,	-0.001589612,	2,	1452.5769999027252,	4.713281e-12,	1452.4279999732971,	2.456191e-10,	1452.3540000915527,	3.847306e-09,	1452.279000043869,	4.196953e-08,	1452.5030000209808,	2.020691e-10,	1452.651999950409,	5.584252e-11,	1452.204999923706,	2.163201e-09
1076.885999917984,	0.973643,	-0.001883919,	2,	1453.1400001049042,	4.520984e-12,	1452.9909999370575,	2.453239e-10,	1452.9159998893738,	3.752501e-09,	1452.8420000076294,	4.228385e-08,	1453.0650000572205,	2.041333e-10,	1453.2139999866486,	5.61068e-11,	1452.7669999599457,	2.15565e-09
1077.0339999198914,	0.9706287,	-0.001959118,	2,	1453.7030000686646,	4.460605e-12,	1453.5539999008179,	2.477631e-10,	1453.4800000190735,	3.782746e-09,	1453.4049999713898,	4.179129e-08,	1453.6289999485016,	2.03421e-10,	1453.7780001163483,	5.456727e-11,	1453.3310000896454,	2.159668e-09
1077.1909999847412,	0.9673203,	0.0005140484,	2,	1454.266000032425,	4.458567e-12,	1454.1170001029968,	2.444707e-10,	1454.0429999828339,	3.805184e-09,	1453.9679999351501,	4.23763e-08,	1454.191999912262,	2.032175e-10,	1454.3410000801086,	5.511831e-11,	1453.8940000534058,	2.165301e-09
